GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:
1400000US36005000100,36005000100,"Census Tract 1, Bronx County, New York",1472,192
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",888,353
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",1009,327
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",949,287
1400000US36005001900,36005001900,"Census Tract 19, Bronx County, New York",1079,320
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",1203,444
1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",1727,432
1400000US36005002400,36005002400,"Census Tract 24, Bronx County, New York",0,12
1400000US36005002500,36005002500,"Census Tract 25, Bronx County, New York",2147,401
1400000US36005002701,36005002701,"Census Tract 27.01, Bronx County, New York",917,305
1400000US36005002702,36005002702,"Census Tract 27.02, Bronx County, New York",1398,507
1400000US36005002800,36005002800,"Census Tract 28, Bronx County, New York",408,266
1400000US36005003100,36005003100,"Census Tract 31, Bronx County, New York",294,142
1400000US36005003300,36005003300,"Census Tract 33, Bronx County, New York",1346,409
1400000US36005003500,36005003500,"Census Tract 35, Bronx County, New York",723,279
1400000US36005003700,36005003700,"Census Tract 37, Bronx County, New York",47,69
1400000US36005003800,36005003800,"Census Tract 38, Bronx County, New York",205,106
1400000US36005003900,36005003900,"Census Tract 39, Bronx County, New York",3012,559
1400000US36005004001,36005004001,"Census Tract 40.01, Bronx County, New York",634,270
1400000US36005004100,36005004100,"Census Tract 41, Bronx County, New York",2191,677
1400000US36005004200,36005004200,"Census Tract 42, Bronx County, New York",839,336
1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",1294,355
1400000US36005004400,36005004400,"Census Tract 44, Bronx County, New York",897,266
1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",359,182
1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",876,316
1400000US36005005001,36005005001,"Census Tract 50.01, Bronx County, New York",572,388
1400000US36005005002,36005005002,"Census Tract 50.02, Bronx County, New York",943,366
1400000US36005005100,36005005100,"Census Tract 51, Bronx County, New York",990,302
1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",236,130
1400000US36005005300,36005005300,"Census Tract 53, Bronx County, New York",258,135
1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",1114,390
1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",322,133
1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",522,209
1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",139,86
1400000US36005006100,36005006100,"Census Tract 61, Bronx County, New York",139,80
1400000US36005006200,36005006200,"Census Tract 62, Bronx County, New York",1010,414
1400000US36005006300,36005006300,"Census Tract 63, Bronx County, New York",1603,472
1400000US36005006400,36005006400,"Census Tract 64, Bronx County, New York",649,275
1400000US36005006500,36005006500,"Census Tract 65, Bronx County, New York",905,334
1400000US36005006700,36005006700,"Census Tract 67, Bronx County, New York",1596,599
1400000US36005006800,36005006800,"Census Tract 68, Bronx County, New York",547,254
1400000US36005006900,36005006900,"Census Tract 69, Bronx County, New York",1553,628
1400000US36005007000,36005007000,"Census Tract 70, Bronx County, New York",636,331
1400000US36005007100,36005007100,"Census Tract 71, Bronx County, New York",391,193
1400000US36005007200,36005007200,"Census Tract 72, Bronx County, New York",1283,398
1400000US36005007300,36005007300,"Census Tract 73, Bronx County, New York",1201,513
1400000US36005007400,36005007400,"Census Tract 74, Bronx County, New York",884,284
1400000US36005007500,36005007500,"Census Tract 75, Bronx County, New York",796,279
1400000US36005007600,36005007600,"Census Tract 76, Bronx County, New York",1031,383
1400000US36005007700,36005007700,"Census Tract 77, Bronx County, New York",383,177
1400000US36005007800,36005007800,"Census Tract 78, Bronx County, New York",1162,411
1400000US36005007900,36005007900,"Census Tract 79, Bronx County, New York",1528,529
1400000US36005008300,36005008300,"Census Tract 83, Bronx County, New York",1056,382
1400000US36005008400,36005008400,"Census Tract 84, Bronx County, New York",506,240
1400000US36005008500,36005008500,"Census Tract 85, Bronx County, New York",898,327
1400000US36005008600,36005008600,"Census Tract 86, Bronx County, New York",1049,318
1400000US36005008700,36005008700,"Census Tract 87, Bronx County, New York",1153,387
1400000US36005008900,36005008900,"Census Tract 89, Bronx County, New York",1018,427
1400000US36005009000,36005009000,"Census Tract 90, Bronx County, New York",1229,536
1400000US36005009200,36005009200,"Census Tract 92, Bronx County, New York",613,189
1400000US36005009300,36005009300,"Census Tract 93, Bronx County, New York",2559,626
1400000US36005009600,36005009600,"Census Tract 96, Bronx County, New York",574,240
1400000US36005009800,36005009800,"Census Tract 98, Bronx County, New York",1262,325
1400000US36005011000,36005011000,"Census Tract 110, Bronx County, New York",18,28
1400000US36005011502,36005011502,"Census Tract 115.02, Bronx County, New York",2012,439
1400000US36005011700,36005011700,"Census Tract 117, Bronx County, New York",827,239
1400000US36005011800,36005011800,"Census Tract 118, Bronx County, New York",4180,476
1400000US36005011900,36005011900,"Census Tract 119, Bronx County, New York",752,275
1400000US36005012101,36005012101,"Census Tract 121.01, Bronx County, New York",578,228
1400000US36005012102,36005012102,"Census Tract 121.02, Bronx County, New York",189,93
1400000US36005012300,36005012300,"Census Tract 123, Bronx County, New York",407,159
1400000US36005012500,36005012500,"Census Tract 125, Bronx County, New York",530,204
1400000US36005012701,36005012701,"Census Tract 127.01, Bronx County, New York",542,152
1400000US36005012901,36005012901,"Census Tract 129.01, Bronx County, New York",779,280
1400000US36005013000,36005013000,"Census Tract 130, Bronx County, New York",829,154
1400000US36005013100,36005013100,"Census Tract 131, Bronx County, New York",547,272
1400000US36005013200,36005013200,"Census Tract 132, Bronx County, New York",3452,533
1400000US36005013300,36005013300,"Census Tract 133, Bronx County, New York",284,165
1400000US36005013500,36005013500,"Census Tract 135, Bronx County, New York",284,178
1400000US36005013800,36005013800,"Census Tract 138, Bronx County, New York",2506,441
1400000US36005014100,36005014100,"Census Tract 141, Bronx County, New York",1131,441
1400000US36005014300,36005014300,"Census Tract 143, Bronx County, New York",59,46
1400000US36005014400,36005014400,"Census Tract 144, Bronx County, New York",1290,418
1400000US36005014500,36005014500,"Census Tract 145, Bronx County, New York",608,266
1400000US36005014701,36005014701,"Census Tract 147.01, Bronx County, New York",459,272
1400000US36005014702,36005014702,"Census Tract 147.02, Bronx County, New York",328,177
1400000US36005014900,36005014900,"Census Tract 149, Bronx County, New York",419,178
1400000US36005015100,36005015100,"Census Tract 151, Bronx County, New York",966,400
1400000US36005015200,36005015200,"Census Tract 152, Bronx County, New York",1142,279
1400000US36005015300,36005015300,"Census Tract 153, Bronx County, New York",592,326
1400000US36005015500,36005015500,"Census Tract 155, Bronx County, New York",663,295
1400000US36005015700,36005015700,"Census Tract 157, Bronx County, New York",303,175
1400000US36005015800,36005015800,"Census Tract 158, Bronx County, New York",839,229
1400000US36005015900,36005015900,"Census Tract 159, Bronx County, New York",405,244
1400000US36005016000,36005016000,"Census Tract 160, Bronx County, New York",3202,575
1400000US36005016100,36005016100,"Census Tract 161, Bronx County, New York",617,250
1400000US36005016200,36005016200,"Census Tract 162, Bronx County, New York",1375,208
1400000US36005016300,36005016300,"Census Tract 163, Bronx County, New York",22,46
1400000US36005016400,36005016400,"Census Tract 164, Bronx County, New York",887,118
1400000US36005016500,36005016500,"Census Tract 165, Bronx County, New York",36,34
1400000US36005016600,36005016600,"Census Tract 166, Bronx County, New York",1638,383
1400000US36005016700,36005016700,"Census Tract 167, Bronx County, New York",209,153
1400000US36005016900,36005016900,"Census Tract 169, Bronx County, New York",117,86
1400000US36005017100,36005017100,"Census Tract 171, Bronx County, New York",1,2
1400000US36005017300,36005017300,"Census Tract 173, Bronx County, New York",1234,713
1400000US36005017500,36005017500,"Census Tract 175, Bronx County, New York",646,359
1400000US36005017701,36005017701,"Census Tract 177.01, Bronx County, New York",453,255
1400000US36005017702,36005017702,"Census Tract 177.02, Bronx County, New York",361,315
1400000US36005017901,36005017901,"Census Tract 179.01, Bronx County, New York",809,407
1400000US36005017902,36005017902,"Census Tract 179.02, Bronx County, New York",544,282
