GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:
1400000US36005000100,36005000100,"Census Tract 1, Bronx County, New York",808,158
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",2536,707
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",2184,444
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",2317,516
1400000US36005001900,36005001900,"Census Tract 19, Bronx County, New York",512,114
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",2653,646
1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",944,280
1400000US36005002400,36005002400,"Census Tract 24, Bronx County, New York",78,110
1400000US36005002500,36005002500,"Census Tract 25, Bronx County, New York",1287,428
1400000US36005002701,36005002701,"Census Tract 27.01, Bronx County, New York",522,247
1400000US36005002702,36005002702,"Census Tract 27.02, Bronx County, New York",838,303
1400000US36005002800,36005002800,"Census Tract 28, Bronx County, New York",375,330
1400000US36005003100,36005003100,"Census Tract 31, Bronx County, New York",303,129
1400000US36005003300,36005003300,"Census Tract 33, Bronx County, New York",674,262
1400000US36005003500,36005003500,"Census Tract 35, Bronx County, New York",473,184
1400000US36005003700,36005003700,"Census Tract 37, Bronx County, New York",93,73
1400000US36005003800,36005003800,"Census Tract 38, Bronx County, New York",392,197
1400000US36005003900,36005003900,"Census Tract 39, Bronx County, New York",1230,546
1400000US36005004001,36005004001,"Census Tract 40.01, Bronx County, New York",404,113
1400000US36005004100,36005004100,"Census Tract 41, Bronx County, New York",1291,526
1400000US36005004200,36005004200,"Census Tract 42, Bronx County, New York",1965,612
1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",939,305
1400000US36005004400,36005004400,"Census Tract 44, Bronx County, New York",732,230
1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",576,218
1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",655,294
1400000US36005005001,36005005001,"Census Tract 50.01, Bronx County, New York",679,304
1400000US36005005002,36005005002,"Census Tract 50.02, Bronx County, New York",1119,413
1400000US36005005100,36005005100,"Census Tract 51, Bronx County, New York",647,257
1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",487,214
1400000US36005005300,36005005300,"Census Tract 53, Bronx County, New York",376,221
1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",1291,433
1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",385,185
1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",523,273
1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",164,81
