GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
1400000US36005009800,36005009800,"Census Tract 98, Bronx County, New York",4775,500,1144,324,1298,328,0,12,160,186,0,12,1978,487,195,127,103,98,92,76
1400000US36005011000,36005011000,"Census Tract 110, Bronx County, New York",150,163,18,28,0,12,0,12,0,12,0,12,132,161,0,12,0,12,0,12
1400000US36005011502,36005011502,"Census Tract 115.02, Bronx County, New York",4551,435,1933,427,1500,357,6,10,51,73,0,12,922,331,139,90,128,87,11,19
1400000US36005011700,36005011700,"Census Tract 117, Bronx County, New York",1594,217,817,237,517,147,0,12,19,31,0,12,231,147,10,19,0,12,10,19
1400000US36005011800,36005011800,"Census Tract 118, Bronx County, New York",5130,504,4151,479,82,55,0,17,223,140,0,17,576,272,98,93,80,87,18,29
1400000US36005011900,36005011900,"Census Tract 119, Bronx County, New York",5721,434,574,238,1784,301,10,17,0,17,12,18,3071,431,270,139,130,125,140,102
1400000US36005012101,36005012101,"Census Tract 121.01, Bronx County, New York",2983,332,402,163,665,218,0,12,8,11,0,12,1703,418,205,148,128,102,77,100
1400000US36005012102,36005012102,"Census Tract 121.02, Bronx County, New York",1462,259,189,93,403,109,0,12,14,25,0,12,856,269,0,12,0,12,0,12
1400000US36005012300,36005012300,"Census Tract 123, Bronx County, New York",3582,411,368,143,991,230,41,61,0,12,0,12,2057,392,125,103,125,103,0,12
1400000US36005012500,36005012500,"Census Tract 125, Bronx County, New York",3792,471,388,188,1578,322,29,36,0,12,0,12,1547,439,250,180,109,116,141,141
1400000US36005012701,36005012701,"Census Tract 127.01, Bronx County, New York",2008,328,465,139,627,309,6,10,49,71,0,12,760,248,101,79,68,59,33,51
1400000US36005012901,36005012901,"Census Tract 129.01, Bronx County, New York",3357,359,761,280,1168,246,28,50,197,222,0,12,1184,381,19,17,10,16,9,13
1400000US36005013000,36005013000,"Census Tract 130, Bronx County, New York",1017,165,808,162,111,87,0,12,0,12,0,12,72,95,26,35,26,35,0,12
1400000US36005013100,36005013100,"Census Tract 131, Bronx County, New York",5108,520,506,270,1825,406,15,24,53,74,0,17,2536,528,173,131,69,47,104,124
1400000US36005013200,36005013200,"Census Tract 132, Bronx County, New York",6924,629,3394,530,865,493,10,19,71,97,0,17,2484,829,100,110,30,50,70,94
1400000US36005013300,36005013300,"Census Tract 133, Bronx County, New York",6708,802,231,155,2852,657,0,17,51,82,0,17,3466,1009,108,94,52,52,56,76
1400000US36005013500,36005013500,"Census Tract 135, Bronx County, New York",3603,481,191,111,1281,399,60,44,0,12,0,12,1854,420,217,177,160,155,57,77
1400000US36005013800,36005013800,"Census Tract 138, Bronx County, New York",3197,470,2486,441,127,147,0,12,132,112,0,12,432,336,20,29,1,3,19,29
1400000US36005014100,36005014100,"Census Tract 141, Bronx County, New York",3448,391,1076,439,1387,325,43,55,78,87,0,12,792,315,72,52,52,45,20,22
1400000US36005014300,36005014300,"Census Tract 143, Bronx County, New York",833,201,46,41,330,130,6,9,0,12,0,12,400,195,51,56,38,51,13,21
1400000US36005014400,36005014400,"Census Tract 144, Bronx County, New York",5378,619,1160,401,2290,688,142,185,51,62,0,17,1485,397,250,141,181,114,69,83
1400000US36005014500,36005014500,"Census Tract 145, Bronx County, New York",6106,586,428,219,2795,486,86,87,10,17,0,17,2491,542,296,171,186,138,110,70
1400000US36005014701,36005014701,"Census Tract 147.01, Bronx County, New York",5860,557,434,268,3318,520,0,17,19,32,0,17,2006,598,83,67,31,35,52,57
1400000US36005014702,36005014702,"Census Tract 147.02, Bronx County, New York",5436,617,295,155,2511,609,16,26,0,17,0,17,2447,649,167,124,120,108,47,59
1400000US36005014900,36005014900,"Census Tract 149, Bronx County, New York",4369,515,366,164,1969,363,0,12,0,12,0,12,1797,337,237,197,72,61,165,153
1400000US36005015100,36005015100,"Census Tract 151, Bronx County, New York",6203,591,859,369,2962,482,0,17,0,17,35,54,2123,554,224,136,144,100,80,74
1400000US36005015200,36005015200,"Census Tract 152, Bronx County, New York",2559,276,1080,273,258,201,29,44,223,115,0,12,855,224,114,92,81,73,33,52
1400000US36005015300,36005015300,"Census Tract 153, Bronx County, New York",4095,532,425,233,1895,444,43,70,21,30,24,40,1432,389,255,180,84,66,171,169
1400000US36005015500,36005015500,"Census Tract 155, Bronx County, New York",3457,483,637,296,551,174,12,20,0,12,0,12,2231,473,26,24,26,24,0,12
1400000US36005015700,36005015700,"Census Tract 157, Bronx County, New York",3174,409,303,175,1044,243,131,150,72,108,0,12,1553,358,71,115,71,115,0,12
1400000US36005015800,36005015800,"Census Tract 158, Bronx County, New York",1278,183,839,229,147,159,0,12,27,33,0,12,203,128,62,36,62,36,0,12
1400000US36005015900,36005015900,"Census Tract 159, Bronx County, New York",2547,438,329,205,160,91,4,9,0,12,0,12,1936,444,118,80,63,60,55,50
1400000US36005016000,36005016000,"Census Tract 160, Bronx County, New York",4050,597,3118,590,124,176,35,57,34,150,0,12,598,356,141,136,81,99,60,88
1400000US36005016100,36005016100,"Census Tract 161, Bronx County, New York",4541,452,592,240,910,361,0,12,27,33,0,12,2928,578,84,90,84,90,0,12
1400000US36005016200,36005016200,"Census Tract 162, Bronx County, New York",1756,248,1275,223,129,80,0,12,129,160,0,12,91,87,132,72,32,37,100,60
1400000US36005016300,36005016300,"Census Tract 163, Bronx County, New York",228,165,22,46,122,84,0,12,0,12,0,12,69,57,15,17,15,17,0,12
1400000US36005016400,36005016400,"Census Tract 164, Bronx County, New York",1015,133,858,136,21,20,0,12,0,12,0,12,106,81,30,47,20,31,10,25
1400000US36005016500,36005016500,"Census Tract 165, Bronx County, New York",1287,245,36,34,912,318,0,12,13,19,0,12,313,181,13,18,13,18,0,12
1400000US36005016600,36005016600,"Census Tract 166, Bronx County, New York",2372,362,1540,357,82,57,0,12,137,133,0,12,498,206,115,132,91,128,24,29
1400000US36005016700,36005016700,"Census Tract 167, Bronx County, New York",2186,318,190,146,1271,258,0,12,0,12,0,12,690,218,35,30,16,17,19,20
1400000US36005016900,36005016900,"Census Tract 169, Bronx County, New York",1741,366,80,50,991,289,7,16,0,12,0,12,611,248,52,61,15,22,37,51
1400000US36005017100,36005017100,"Census Tract 171, Bronx County, New York",3,5,1,2,1,2,0,12,0,12,0,12,1,2,0,12,0,12,0,12
1400000US36005017300,36005017300,"Census Tract 173, Bronx County, New York",6377,812,1184,712,2722,710,179,239,167,188,0,17,1800,544,325,241,225,198,100,116
1400000US36005017500,36005017500,"Census Tract 175, Bronx County, New York",7086,669,547,330,3309,645,0,17,0,17,0,17,3106,659,124,83,26,30,98,77
1400000US36005017701,36005017701,"Census Tract 177.01, Bronx County, New York",3999,620,426,250,1185,410,0,12,0,12,0,12,2361,702,27,41,0,12,27,41
1400000US36005017702,36005017702,"Census Tract 177.02, Bronx County, New York",4875,712,329,305,1755,445,0,12,0,12,0,12,2759,805,32,45,24,43,8,13
1400000US36005017901,36005017901,"Census Tract 179.01, Bronx County, New York",4961,628,700,381,1326,259,0,12,25,82,0,12,2753,793,157,135,147,133,10,18
1400000US36005017902,36005017902,"Census Tract 179.02, Bronx County, New York",3662,517,543,281,1585,608,68,135,0,12,0,12,1445,549,21,32,1,3,20,32
1400000US36005018101,36005018101,"Census Tract 181.01, Bronx County, New York",3393,368,321,230,1978,343,43,63,0,12,0,12,989,272,62,95,62,95,0,12
1400000US36005018102,36005018102,"Census Tract 181.02, Bronx County, New York",5491,572,845,326,2399,412,0,17,182,126,0,17,1996,624,69,48,27,28,42,39
1400000US36005018301,36005018301,"Census Tract 183.01, Bronx County, New York",4346,376,640,276,2314,433,0,12,129,126,0,12,1175,338,88,82,33,33,55,75
1400000US36005018302,36005018302,"Census Tract 183.02, Bronx County, New York",3985,475,921,380,1166,247,80,104,135,88,0,12,1456,499,227,296,176,279,51,55
1400000US36005018400,36005018400,"Census Tract 184, Bronx County, New York",3945,476,2567,437,167,136,0,12,58,65,0,12,1153,408,0,12,0,12,0,12
1400000US36005018500,36005018500,"Census Tract 185, Bronx County, New York",6766,475,658,247,3035,465,26,29,93,118,0,17,2647,423,307,204,132,71,175,192
1400000US36005018900,36005018900,"Census Tract 189, Bronx County, New York",7957,845,1486,462,2538,568,48,69,82,99,0,17,3665,711,138,147,111,142,27,42
1400000US36005019300,36005019300,"Census Tract 193, Bronx County, New York",5244,500,871,363,2205,314,36,65,0,17,0,17,1991,423,141,115,141,115,0,17
1400000US36005019400,36005019400,"Census Tract 194, Bronx County, New York",2098,310,635,195,591,332,0,12,6,12,0,12,621,249,245,231,191,170,54,80
1400000US36005019500,36005019500,"Census Tract 195, Bronx County, New York",7397,628,1062,418,2541,633,0,17,79,96,0,17,3538,826,177,161,10,22,167,160
1400000US36005019700,36005019700,"Census Tract 197, Bronx County, New York",8035,564,1015,401,2805,570,46,54,353,298,0,17,3508,663,308,181,128,108,180,129
1400000US36005019900,36005019900,"Census Tract 199, Bronx County, New York",7395,518,629,276,3014,502,63,81,0,17,0,17,3637,550,52,47,36,39,16,26
1400000US36005020000,36005020000,"Census Tract 200, Bronx County, New York",4615,445,843,237,203,101,0,12,1367,223,0,12,1650,480,552,219,247,147,305,146
1400000US36005020100,36005020100,"Census Tract 201, Bronx County, New York",4048,426,624,261,1216,295,30,45,0,12,0,12,2154,491,24,37,24,37,0,12
1400000US36005020200,36005020200,"Census Tract 202, Bronx County, New York",2315,330,250,98,387,194,77,90,751,312,0,12,781,244,69,69,43,66,26,31
1400000US36005020400,36005020400,"Census Tract 204, Bronx County, New York",2805,423,764,312,226,136,0,12,553,300,0,12,1111,329,151,79,114,71,37,34
1400000US36005020501,36005020501,"Census Tract 205.01, Bronx County, New York",6847,706,415,240,3025,528,0,17,1,3,0,17,2929,550,477,255,380,249,97,72
1400000US36005020502,36005020502,"Census Tract 205.02, Bronx County, New York",1725,278,466,279,334,185,0,12,0,12,0,12,894,283,31,53,0,12,31,53
1400000US36005020601,36005020601,"Census Tract 206.01, Bronx County, New York",2911,422,336,150,735,371,14,22,854,348,0,12,895,343,77,54,40,32,37,47
1400000US36005020900,36005020900,"Census Tract 209, Bronx County, New York",3850,395,473,278,1403,334,0,12,101,156,0,12,1730,423,143,119,19,28,124,115
1400000US36005021001,36005021001,"Census Tract 210.01, Bronx County, New York",8816,642,863,243,5452,721,0,17,519,403,0,17,1745,491,237,149,90,93,147,108
1400000US36005021002,36005021002,"Census Tract 210.02, Bronx County, New York",6922,492,647,209,3811,553,0,17,602,298,0,17,1259,374,603,446,163,144,440,442
1400000US36005021100,36005021100,"Census Tract 211, Bronx County, New York",5708,475,865,321,2718,524,0,17,0,17,0,17,1966,521,159,81,110,66,49,51
1400000US36005021200,36005021200,"Census Tract 212, Bronx County, New York",5751,544,598,210,2268,627,0,17,1294,580,0,17,1413,438,178,142,28,33,150,140
1400000US36005021301,36005021301,"Census Tract 213.01, Bronx County, New York",1302,290,210,156,203,148,0,12,0,12,0,12,847,298,42,47,0,12,42,47
1400000US36005021302,36005021302,"Census Tract 213.02, Bronx County, New York",5390,524,866,377,2685,617,0,17,76,112,0,17,1697,443,66,56,10,17,56,54
1400000US36005021501,36005021501,"Census Tract 215.01, Bronx County, New York",3849,477,578,272,945,265,0,12,122,194,0,12,2083,469,121,117,95,120,26,30
1400000US36005021502,36005021502,"Census Tract 215.02, Bronx County, New York",5717,620,679,241,1758,446,27,32,0,17,0,17,3070,643,183,139,75,56,108,134
1400000US36005021601,36005021601,"Census Tract 216.01, Bronx County, New York",4067,483,1046,316,776,227,0,12,204,168,0,12,1971,514,70,58,29,37,41,47
1400000US36005021602,36005021602,"Census Tract 216.02, Bronx County, New York",6000,432,732,242,2952,466,97,79,985,350,0,17,930,328,304,142,182,116,122,111
1400000US36005021700,36005021700,"Census Tract 217, Bronx County, New York",4895,560,642,284,2050,409,0,12,10,23,0,12,1931,400,262,140,233,133,29,35
1400000US36005021800,36005021800,"Census Tract 218, Bronx County, New York",6207,616,930,373,1513,353,15,24,330,192,0,17,3315,578,104,90,12,27,92,85
1400000US36005021900,36005021900,"Census Tract 219, Bronx County, New York",1323,198,123,92,458,183,27,44,0,12,0,12,659,235,56,65,21,28,35,56
1400000US36005022000,36005022000,"Census Tract 220, Bronx County, New York",1416,403,206,127,461,171,8,14,0,12,0,12,722,348,19,31,19,31,0,12
1400000US36005022101,36005022101,"Census Tract 221.01, Bronx County, New York",4126,574,683,417,830,328,220,205,27,47,0,12,2164,652,202,155,98,86,104,108
1400000US36005022102,36005022102,"Census Tract 221.02, Bronx County, New York",5336,651,1284,646,972,407,10,17,53,85,0,17,2901,692,116,127,90,120,26,41
1400000US36005022200,36005022200,"Census Tract 222, Bronx County, New York",2887,374,696,249,542,237,28,42,376,229,0,12,1181,293,64,38,47,34,17,19
1400000US36005022300,36005022300,"Census Tract 223, Bronx County, New York",5489,753,914,412,1683,415,113,181,60,104,0,17,2652,798,67,74,60,72,7,11
1400000US36005022401,36005022401,"Census Tract 224.01, Bronx County, New York",2690,306,838,271,418,115,13,22,208,137,0,12,1192,374,21,23,10,18,11,16
1400000US36005022403,36005022403,"Census Tract 224.03, Bronx County, New York",3099,289,1182,244,433,248,24,39,157,136,0,12,1191,374,112,98,21,35,91,88
1400000US36005022404,36005022404,"Census Tract 224.04, Bronx County, New York",4368,449,1726,429,625,218,0,12,442,207,0,12,1431,417,144,116,0,12,144,116
1400000US36005022500,36005022500,"Census Tract 225, Bronx County, New York",8327,890,1256,458,3295,722,0,17,0,17,0,17,3587,828,189,223,142,216,47,69
1400000US36005022701,36005022701,"Census Tract 227.01, Bronx County, New York",5602,588,449,220,2292,599,0,17,24,37,0,17,2611,579,226,163,198,159,28,32
1400000US36005022702,36005022702,"Census Tract 227.02, Bronx County, New York",1545,283,311,134,671,206,11,18,13,19,0,12,435,183,104,49,49,44,55,44
1400000US36005022703,36005022703,"Census Tract 227.03, Bronx County, New York",1702,227,408,179,459,198,0,12,131,104,0,12,619,323,85,84,71,80,14,25
1400000US36005022800,36005022800,"Census Tract 228, Bronx County, New York",6345,698,1925,532,917,265,48,81,1461,475,0,17,1874,508,120,97,88,80,32,61
1400000US36005022901,36005022901,"Census Tract 229.01, Bronx County, New York",5028,572,530,347,1492,429,43,54,481,252,0,17,2265,589,217,124,122,97,95,65
1400000US36005022902,36005022902,"Census Tract 229.02, Bronx County, New York",3274,370,529,243,1082,291,17,20,8,12,0,12,1583,375,55,54,30,35,25,40
1400000US36005023000,36005023000,"Census Tract 230, Bronx County, New York",3189,331,897,346,258,141,42,67,220,122,0,12,1724,334,48,51,48,51,0,12
1400000US36005023100,36005023100,"Census Tract 231, Bronx County, New York",1481,256,306,125,735,189,6,12,0,12,0,12,373,220,61,59,48,56,13,21
1400000US36005023200,36005023200,"Census Tract 232, Bronx County, New York",2644,397,820,227,279,203,21,30,191,128,7,11,1249,383,77,75,0,12,77,75
1400000US36005023301,36005023301,"Census Tract 233.01, Bronx County, New York",4572,554,191,101,1795,375,0,12,37,44,40,67,2403,517,106,80,85,74,21,34
1400000US36005023302,36005023302,"Census Tract 233.02, Bronx County, New York",3065,482,833,412,629,206,0,12,7,12,0,12,1563,468,33,33,2,4,31,32
1400000US36005023501,36005023501,"Census Tract 235.01, Bronx County, New York",3500,444,333,185,726,297,15,17,43,51,0,12,2295,538,88,75,83,75,5,9
1400000US36005023502,36005023502,"Census Tract 235.02, Bronx County, New York",4787,553,729,242,1095,290,41,40,211,192,0,12,2610,593,101,104,58,55,43,57
1400000US36005023600,36005023600,"Census Tract 236, Bronx County, New York",2102,347,601,197,234,170,14,21,66,70,0,12,1141,398,46,65,46,65,0,12
1400000US36005023702,36005023702,"Census Tract 237.02, Bronx County, New York",1196,269,94,48,185,84,0,12,0,12,0,12,873,309,44,75,0,12,44,75
1400000US36005023703,36005023703,"Census Tract 237.03, Bronx County, New York",4320,648,427,218,1270,396,81,92,14,22,0,12,2406,689,122,95,112,95,10,16
1400000US36005023704,36005023704,"Census Tract 237.04, Bronx County, New York",3705,455,719,479,1370,464,25,29,0,12,0,12,1580,649,11,18,0,12,11,18
1400000US36005023800,36005023800,"Census Tract 238, Bronx County, New York",2379,336,703,202,272,153,0,12,0,12,0,12,1281,326,123,95,82,81,41,53
1400000US36005023900,36005023900,"Census Tract 239, Bronx County, New York",8414,699,794,352,2392,595,73,114,162,206,0,17,4578,826,415,245,415,245,0,17
1400000US36005024000,36005024000,"Census Tract 240, Bronx County, New York",4237,500,759,336,870,406,0,12,39,47,0,12,2412,588,157,87,111,72,46,46
1400000US36005024100,36005024100,"Census Tract 241, Bronx County, New York",6416,504,898,325,1865,327,217,241,121,100,0,17,3033,489,282,218,154,157,128,140
1400000US36005024300,36005024300,"Census Tract 243, Bronx County, New York",5749,447,846,273,1529,323,78,134,155,160,0,17,2930,550,211,115,172,107,39,44
1400000US36005024400,36005024400,"Census Tract 244, Bronx County, New York",2694,358,1523,366,97,107,9,14,84,82,0,12,981,475,0,12,0,12,0,12
